title,Date
上海大陆期货：商品资讯及评论20170316,2017-03-16
南华期货：国际市场要闻及外盘分析评述摘要,2017-03-16
上海大陆期货：商品资讯及评论20170315,2017-03-15
方正中期：远月拉涨修复深贴水螺纹钢延续强势,2017-03-15
南华期货：国际市场要闻及外盘分析评述摘要,2017-03-15
银河期货：期货市场各品种评述与操作建议,2017-03-15
方正中期：铁矿石或延续强势近远同涨修复深贴水,2017-03-15
银河期货：期货市场各品种评述与操作建议,2017-03-14
方正中期：去产能预计超预期螺纹钢或强势波动,2017-03-14
上海大陆期货：商品资讯及评论20170314,2017-03-14
南华期货：国际市场要闻及外盘分析评述摘要,2017-03-14
银河期货：期货市场各品种评述与操作建议,2017-03-13
中电投先融：惊天铜地，铜价反弹空间有限,2017-03-13
南华期货：国际市场要闻及外盘分析评述摘要,2017-03-13
上海大陆期货：商品资讯及评论20170313,2017-03-13
方正中期：螺纹钢或延续承压弱势波动防减仓洗盘,2017-03-13
银河期货：期货市场各品种评述与操作建议,2017-03-10
方正中期：螺纹钢或延续承压弱势波动防资金洗盘,2017-03-10
上海大陆期货：商品资讯及评论20170310,2017-03-10
方正中期：资金持续减仓铁矿石或有震荡洗盘,2017-03-10
南华期货：国际市场要闻及外盘分析评述摘要,2017-03-10
方正中期：美联储加息预期加重螺纹钢或承压续跌,2017-03-09
银河期货：期货市场各品种评述与操作建议,2017-03-09
南华期货：国际市场要闻及外盘分析评述摘要,2017-03-09
上海大陆期货：商品资讯及评论20170309,2017-03-09
方正中期：铁矿石承压续跌加息预期加重多头减仓,2017-03-09
华泰期货：油脂旺季过去调整在所难免,2017-02-16
银河期货：三月开始抛储新棉销售压力,2017-02-08
华安年报：供应紧平衡下棉价暂缓上行,2017-01-23
瑞达年报：供需格局扭转沪胶仍有高点,2017-01-06
南华期货：螺纹反弹可继续短空,2017-01-03
双焦夜盘震荡下行，走势较弱,2016-12-14
华泰期货：下游需求增加棉花底部抬升,2016-12-12
神华期货：油价支撑有限塑料震荡格局,2016-12-12
信达期货：豆油逐步下跌棕油高位震荡,2016-12-07
国鑫金服：美国非农公布在即轻仓参与等机会,2016-12-02
国鑫金服：减产利好持续发酵，油价延续强势,2016-12-02
南华期货：国际市场要闻及外盘分析评述摘要,2016-12-02
方正中期：中频炉关停行动扩大螺纹钢或维持强势,2016-12-02
方正中期：铁矿石或上涨承压震荡资金洗盘加大,2016-12-02
瑞达期货：期货市场各品种分析及交易提示,2016-12-02
广州期货：政策为黑色降温大量资金离场黑色暴跌,2016-12-01
证金贵金属：ADP数据靓丽OPEC意外达成协议,2016-12-01
方正中期：螺纹钢或有支撑性大幅震荡洗盘波动,2016-12-01
南华期货：国际市场要闻及外盘分析评述摘要,2016-12-01
方正中期：原油暴涨搅局铁矿石或有大幅洗盘震荡,2016-12-01
